rank,Youtuber,Subscribers,Category,Country,Channel_Type,Monthly_Earnings,Yearly_Earnings,Created_Year,College_Enrollment_Percentage
322,Ben Azelart,21900000,Film & Animation,United States,Entertainment,739800.0,8900000.0,2014.0,88.2
37,Marshmello,56400000,Entertainment,United States,Music,448400.0,5400000.0,2015.0,88.2
36,EminemMusic,56900000,Music,United States,Music,1000000.0,12500000.0,2007.0,88.2
319,Charlie Puth,22000000,Music,United States,Music,446000.0,5400000.0,2009.0,88.2
318,Kinder Spielzeug Kanal (Kidibli),22200000,Entertainment,United States,Entertainment,557300.0,6700000.0,2015.0,88.2
789,Lana Del Rey,14100000,Music,United States,Music,542300.0,6500000.0,2011.0,88.2
317,FGTeeV,22300000,Gaming,United States,Games,528400.0,6300000.0,2013.0,88.2
314,SSundee,22500000,Gaming,United States,Games,700400.0,8400000.0,2009.0,88.2
122,SSSniperWolf,33700000,Gaming,United States,Entertainment,843800.0,10100000.0,2013.0,88.2
799,ViralHog,14000000,People & Blogs,United States,Animals,5500000.0,65500000.0,2014.0,88.2
311,LeoNata Family,22600000,People & Blogs,United States,People,4700000.0,56300000.0,2021.0,88.2
308,The Chainsmokers,22600000,Music,United States,Music,326600.0,3900000.0,2012.0,88.2
124,Selena Gomez,33600000,Film & Animation,United States,Music,463200.0,5600000.0,2008.0,88.2
304,Vania Mania Kids,22700000,People & Blogs,United States,Education,620900.0,7500000.0,2015.0,88.2
810,Atlantic Records,13900000,Music,United States,Music,389100.0,4700000.0,2006.0,88.2
812,Veritasium,13900000,Education,United States,Education,176600.0,2100000.0,2010.0,88.2
860,The Q,13400000,People & Blogs,United States,Sports,0.01,0.14,2006.0,88.2
866,Vogue,13300000,Entertainment,United States,People,180400.0,2200000.0,2008.0,88.2
868,Kids Lineï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,13300000,People & Blogs,United States,Education,647600.0,7800000.0,2011.0,88.2
337,Tekashi 6ix9ine,21500000,People & Blogs,United States,Music,454200.0,5400000.0,2018.0,88.2
197,ýýý Kids Roma Show,27400000,People & Blogs,United States,Entertainment,703400.0,8400000.0,2015.0,88.2
928,Adam W,12800000,Comedy,United States,Comedy,915800.0,11000000.0,2015.0,88.2
937,Future,12700000,Music,United States,Film,1900.0,22700.0,2020.0,88.2
938,YoungBoy Never Broke Again,12700000,Entertainment,United States,Music,679900.0,8200000.0,2015.0,88.2
939,Blossom,12700000,Howto & Style,United States,Howto,175500.0,2100000.0,2017.0,88.2
195,Wiz Khalifa,27500000,Music,United States,Music,361800.0,4300000.0,2008.0,88.2
188,Michael Jackson,28200000,Music,United States,Music,634400.0,7600000.0,2005.0,88.2
945,CaseyNeistat,12600000,People & Blogs,United States,People,23800.0,285700.0,2010.0,88.2
956,First We Feast,12500000,Howto & Style,United States,Entertainment,445000.0,5300000.0,2014.0,88.2
12,WWE,96000000,Sports,United States,Sports,2900000.0,34300000.0,2007.0,88.2
146,DONA ï¿½ï¿½,31700000,Entertainment,United States,Entertainment,613100.0,7400000.0,2018.0,88.2
147,Dream,31700000,Gaming,United States,Games,108100.0,1300000.0,2014.0,88.2
10,Vlad and Niki,98900000,Entertainment,United States,Entertainment,2300000.0,27900000.0,2018.0,88.2
176,Zhong,29200000,Entertainment,United States,Entertainment,0.0,0.0,2015.0,88.2
148,Lucas and Marcus,31600000,Entertainment,United States,Entertainment,1200000.0,15000000.0,2011.0,88.2
971,_vector_,12400000,Comedy,United States,Comedy,3600000.0,43400000.0,2019.0,88.2
4,Cocomelon - Nursery Rhymes,162000000,Education,United States,Education,7900000.0,94800000.0,2006.0,88.2
989,Caylus,12400000,Education,United States,Games,710400.0,8500000.0,2016.0,88.2
990,Migos ATL,12400000,Music,United States,Entertainment,197600.0,2400000.0,2012.0,88.2
155,ImagineDragons,30700000,Music,United States,Music,755300.0,9100000.0,2009.0,88.2
3,MrBeast,166000000,Entertainment,United States,Entertainment,5400000.0,64700000.0,2012.0,88.2
920,EnriqueIglesiasVEVO,12900000,Music,United States,Music,303100.0,3600000.0,2009.0,88.2
250,Mark Rober,24600000,Science & Technology,United States,Tech,354500.0,4300000.0,2011.0,88.2
199,Nick Jr.,27300000,Film & Animation,United States,Entertainment,170200.0,2000000.0,2012.0,88.2
916,Top Viral Talent,12900000,Entertainment,United States,Entertainment,117500.0,1400000.0,2014.0,88.2
870,penguinz0,13300000,Gaming,United States,Entertainment,755800.0,9100000.0,2007.0,88.2
871,Just For Laughs Gags,13300000,Comedy,United States,Comedy,69900.0,838500.0,2007.0,88.2
249,KatyPerryVEVO,24600000,Music,United States,Music,355800.0,4300000.0,2009.0,88.2
247,EminemVEVO,24700000,Music,United States,Music,557800.0,6700000.0,2009.0,88.2
875,HUBAï¿½ï¿½,13200000,Entertainment,United States,Entertainment,1300000.0,15300000.0,2021.0,88.2
245,America's Got Talent,24800000,Entertainment,United States,Entertainment,537600.0,6500000.0,2006.0,88.2
235,WB Kids,25200000,People & Blogs,United States,Film,561300.0,6700000.0,2015.0,88.2
882,The Infographics Show,13200000,Education,United States,Education,207300.0,2500000.0,2011.0,88.2
884,ýýýýýýTwinsFromRussia,13200000,People & Blogs,United States,People,477600.0,5700000.0,2011.0,88.2
232,LankyBox,25400000,Comedy,United States,Games,3300000.0,39100000.0,2016.0,88.2
887,Ryan Trahan,13100000,Entertainment,United States,People,0.99,12.0,2022.0,88.2
230,Post Malone,25500000,Music,United States,Music,782000.0,9400000.0,2011.0,88.2
228,TaylorSwiftVEVO,25600000,Music,United States,Music,1300000.0,15300000.0,2009.0,88.2
895,ýýýýýýýýýýýýýýý Ms Yeah,13100000,People & Blogs,United States,Howto,242600.0,2900000.0,2017.0,88.2
226,Nicki Minaj,25700000,Music,United States,Music,414500.0,5000000.0,2013.0,88.2
224,David Guetta,25700000,Music,United States,Music,656900.0,7900000.0,2009.0,88.2
217,Smosh,26100000,Comedy,United States,Comedy,272600.0,3300000.0,2005.0,88.2
212,Alan Chikin Chow,26400000,Comedy,United States,Comedy,4200000.0,50200000.0,2020.0,88.2
208,Netflix,26700000,Entertainment,United States,Entertainment,472900.0,5700000.0,2012.0,88.2
206,Beast Reacts,26700000,People & Blogs,United States,Entertainment,1100000.0,13300000.0,2016.0,88.2
204,Brent Rivera,27000000,Comedy,United States,Entertainment,577800.0,6900000.0,2009.0,88.2
917,Akon,12900000,Music,United States,Music,365000.0,4400000.0,2005.0,88.2
42,Taylor Swift,52900000,Music,United States,Music,2100000.0,25400000.0,2006.0,88.2
323,Zach Choi ASMR,21900000,People & Blogs,United States,People,936900.0,11200000.0,2014.0,88.2
760,Coke Studio,14400000,Music,United States,Music,14200.0,170700.0,2008.0,88.2
495,MSA previously My Story Animated,17800000,Film & Animation,United States,People,83.0,994.0,2021.0,88.2
492,MGC Playhouse,17900000,Shows,United States,Education,410500.0,4900000.0,2009.0,88.2
491,Jason Derulo,17900000,Music,United States,Music,1800000.0,21500000.0,2008.0,88.2
486,KatieAngel,17900000,People & Blogs,United States,Music,206700.0,2500000.0,2015.0,88.2
485,David Dobrik,17900000,People & Blogs,United States,People,34600.0,415200.0,2014.0,88.2
482,SonyMusicSouthVEVO,18000000,Music,United States,Music,1000000.0,12400000.0,2014.0,88.2
475,Blippi - Educational Videos for Kids,18100000,Education,United States,Education,721600.0,8700000.0,2014.0,88.2
641,Mobile Legends: Bang Bang,15400000,Gaming,United States,Games,221500.0,2700000.0,2016.0,88.2
472,Jake Fellman,18100000,Entertainment,United States,Entertainment,2000000.0,23900000.0,2012.0,88.2
93,Like Nastya ESP,37600000,Entertainment,United States,Entertainment,1300000.0,15400000.0,2017.0,88.2
468,IShowSpeed,18300000,Gaming,United States,Games,561000.0,6700000.0,2016.0,88.2
467,Miley Cyrus,18300000,Entertainment,United States,Entertainment,511900.0,6100000.0,2009.0,88.2
68,Masha and The Bear,42400000,Shows,United States,Film,2700000.0,32200000.0,2014.0,88.2
447,Farruko,18800000,Music,United States,Music,391000.0,4700000.0,2009.0,88.2
43,Ariana Grande,52700000,Music,United States,Music,640900.0,7700000.0,2007.0,88.2
434,ýýýýýýýýýýýýýý ýýýý,19000000,Education,United States,Entertainment,86300.0,1000000.0,2018.0,88.2
59,Katy Perry,44200000,Music,United States,Music,537000.0,6400000.0,2008.0,88.2
659,CNN,15200000,News & Politics,United States,News,748000.0,9000000.0,2005.0,88.2
98,Bruno Mars,36700000,Music,United States,Music,701000.0,8400000.0,2006.0,88.2
102,YouTube,36300000,News & Politics,United States,Entertainment,84400.0,1000000.0,1970.0,88.2
645,zayn,15400000,Music,United States,Music,147200.0,1800000.0,2016.0,88.2
666,PowerfulJRE,15100000,People & Blogs,United States,People,173600.0,2100000.0,2013.0,88.2
623,Prime Video India,15700000,Entertainment,United States,Entertainment,1300000.0,16100000.0,2016.0,88.2
617,Rotten Tomatoes Trailers,15800000,Film & Animation,United States,Film,103000.0,1200000.0,2011.0,88.2
562,ýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýý,16500000,Entertainment,United States,Entertainment,87800.0,1100000.0,2014.0,88.2
563,FailArmy,16500000,Comedy,United States,Entertainment,451900.0,5400000.0,2011.0,88.2
568,UFC - Ultimate Fighting Championship,16400000,Sports,United States,Sports,532800.0,6400000.0,2006.0,88.2
85,TEDx Talks,38600000,Nonprofits & Activism,United States,Nonprofit,182600.0,2200000.0,2009.0,88.2
551,With Kids[ï¿½ï¿½ï¿½ï¿½ï,16700000,Entertainment,United States,Entertainment,182800.0,2200000.0,2012.0,88.2
575,Camila Cabello,16300000,Music,United States,Music,170800.0,2000000.0,2015.0,88.2
550,CoryxKenshin,16700000,Gaming,United States,Games,420500.0,5000000.0,2009.0,88.2
580,Technoblade,16300000,Gaming,United States,Games,71800.0,861300.0,2013.0,88.2
542,Danny Fitt,16900000,People & Blogs,United States,Entertainment,1100000.0,13200000.0,2016.0,88.2
73,Little Baby Bum - Nursery Rhymes & Kids Songs,40900000,Education,United States,Education,395100.0,4700000.0,2011.0,88.2
540,VICE,16900000,Entertainment,United States,Entertainment,145400.0,1700000.0,2005.0,88.2
589,XO TEAM,16200000,People & Blogs,United States,People,152.0,1800.0,2020.0,88.2
597,Daily Dose Of Internet,16100000,Entertainment,United States,Entertainment,1600000.0,19200000.0,2015.0,88.2
88,One Direction,38200000,Music,United States,Music,25.0,305.0,2016.0,88.2
600,Disney Junior,16100000,Entertainment,United States,Entertainment,1100000.0,12800000.0,2008.0,88.2
520,Apple,17300000,Science & Technology,United States,Tech,185900.0,2200000.0,2005.0,88.2
516,Aphmau,17400000,Gaming,United States,Games,1800000.0,21100000.0,2012.0,88.2
612,Unspeakable,15900000,Gaming,United States,People,659600.0,7900000.0,2016.0,88.2
91,Daddy Yankee,38000000,Music,United States,Music,822400.0,9900000.0,2011.0,88.2
80,XXXTENTACION,39200000,Music,United States,Music,233400.0,2800000.0,2015.0,88.2
525,Marques Brownlee,17200000,Science & Technology,United States,Tech,209300.0,2500000.0,2008.0,88.2
418,DaFuq!?Boom!,19600000,Film & Animation,United States,Entertainment,9200000.0,110600000.0,2016.0,88.2
443,TED-Ed,18800000,Education,United States,Education,119500.0,1400000.0,2011.0,88.2
377,Jake Paul,20400000,People & Blogs,United States,People,58600.0,703000.0,2013.0,88.2
724,ABC News,14700000,News & Politics,United States,News,742800.0,8900000.0,2006.0,88.2
697,melanie martinez,14900000,Music,United States,Music,225400.0,2700000.0,2007.0,88.2
375,Ninja Kidz TV,20500000,Entertainment,United States,Entertainment,780800.0,9400000.0,2017.0,88.2
343,The Royalty Family,21300000,People & Blogs,United States,People,640900.0,7700000.0,2017.0,88.2
344,Becky G,21300000,Music,United States,Music,412700.0,5000000.0,2011.0,88.2
346,Infinite,21300000,Entertainment,United States,Entertainment,273400.0,3300000.0,2014.0,88.2
365,Yoeslan,20700000,Entertainment,United States,Entertainment,3500000.0,42000000.0,2020.0,88.2
355,Lyrical Lemonade,21000000,Entertainment,United States,Entertainment,320200.0,3800000.0,2013.0,88.2
50,SonyMusicIndiaVEVO,46600000,Music,United States,Music,1300000.0,15100000.0,2009.0,88.2
720,Chad Wild Clay,14700000,Comedy,United States,Entertainment,145400.0,1700000.0,2006.0,88.2
722,Netflix Jr.,14700000,Education,United States,Education,317600.0,3800000.0,2012.0,88.2
730,PrestonPlayz,14600000,Gaming,United States,Entertainment,606800.0,7300000.0,2012.0,88.2
728,Jesser,14600000,Gaming,United States,Entertainment,370400.0,4400000.0,2012.0,88.2
113,Genevieve's Playhouse - Learning Videos for Kids,34900000,Education,United States,Film,1300000.0,16100000.0,2016.0,88.2
360,LIV Crime,20900000,People & Blogs,United States,People,1500000.0,18400000.0,2020.0,88.2
694,50 Cent,14900000,Music,United States,Music,479200.0,5800000.0,2007.0,88.2
46,Billie Eilish,47900000,Music,United States,Music,587400.0,7000000.0,2013.0,88.2
359,Brave Wilderness,20900000,Pets & Animals,United States,Animals,0.0,0.0,2014.0,88.2
396,Pencilmation,20100000,Film & Animation,United States,Entertainment,59400.0,713400.0,2007.0,88.2
44,BillionSurpriseToys  - Nursery Rhymes & Cartoons,52200000,Education,United States,Education,1100000.0,12800000.0,2013.0,88.2
111,Markiplier,35200000,Gaming,United States,Games,509300.0,6100000.0,2012.0,88.2
689,Ray William Johnson,15000000,Entertainment,United States,Comedy,1300000.0,15000000.0,2008.0,88.2
390,Marta and Rustam,20200000,Comedy,United States,Comedy,1800000.0,21700000.0,2021.0,88.2
416,Sony AATH,19600000,Shows,United States,Entertainment,1100000.0,13200000.0,2013.0,88.2
408,Crafty Panda,19800000,People & Blogs,United States,Entertainment,24500.0,294600.0,2017.0,88.2
399,Marvel Entertainment,20100000,Entertainment,United States,Film,0.25,3.0,2011.0,88.2
392,CookieSwirlC,20100000,Entertainment,United States,Games,886800.0,10600000.0,2013.0,88.2
398,5-Minute Crafts PLAY,20100000,Howto & Style,United States,Howto,423100.0,5100000.0,2017.0,88.2
684,Kwebbelkop,15000000,Gaming,United States,Film,118900.0,1400000.0,2008.0,88.2
397,7clouds,20100000,Music,United States,Music,1100000.0,13300000.0,2013.0,88.2
683,PlayStation,15000000,Gaming,United States,Games,167200.0,2000000.0,2005.0,88.2
112,Ryan's World,35200000,Entertainment,United States,Entertainment,954500.0,11500000.0,2015.0,88.2
510,DeGoBooM,17600000,Gaming,Chile,Games,400900.0,4800000.0,2014.0,88.5
45,JuegaGerman,48100000,Gaming,Chile,Games,265600.0,3200000.0,2013.0,88.5
340,invictor,21500000,Gaming,Chile,People,0.2,2.0,2016.0,88.5
832,Acenix,13600000,Gaming,Spain,Games,189700.0,2300000.0,2014.0,88.9
450,CKN,18700000,Entertainment,Spain,Music,0.41,5.0,2005.0,88.9
82,Mikecrack,39100000,Gaming,Spain,Games,1100000.0,12700000.0,2015.0,88.9
925,Duo Tiempo De Sol,12800000,Music,Spain,Education,216000.0,2600000.0,2013.0,88.9
978,Timba Vk,12400000,Gaming,Spain,Games,96100.0,1200000.0,2012.0,88.9
698,iTownGamePlay *Terror&Diversiï¿½ï,14900000,Entertainment,Spain,Games,55400.0,665200.0,2012.0,88.9
980,DaniRep | +6 Vï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï,12400000,Gaming,Spain,Games,330600.0,4000000.0,2012.0,88.9
797,Luli Pampï¿½,14000000,Music,Spain,Music,806600.0,9700000.0,2012.0,88.9
647,FC Barcelona,15300000,Sports,Spain,Sports,339500.0,4100000.0,2006.0,88.9
717,Canal Nostalgia,14700000,Entertainment,Spain,Entertainment,906.0,10900.0,2010.0,88.9
914,gymvirtual,12900000,Sports,Spain,Sports,48000.0,575700.0,2010.0,88.9
528,El Reino a Jugar,17200000,Education,Argentina,Education,334800.0,4000000.0,2015.0,90.0
258,Alejo Igoa,24100000,Comedy,Argentina,Entertainment,1600000.0,19300000.0,2014.0,90.0
154,TheDonato,31200000,Entertainment,Argentina,Games,762700.0,9200000.0,2015.0,90.0
106,La Granja de Zenï¿½,35700000,Music,Argentina,Music,1200000.0,14500000.0,2013.0,90.0
505,El Payaso Plim Plim,17700000,Film & Animation,Argentina,Music,2600000.0,30700000.0,2013.0,90.0
673,Rubï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,15100000,Comedy,Argentina,Comedy,2000000.0,24600000.0,2016.0,90.0
297,DrossRotzank,23000000,Entertainment,Argentina,Entertainment,142200.0,1700000.0,2006.0,90.0
32,El Reino Infantil,58400000,Music,Argentina,Music,2400000.0,29400000.0,2011.0,90.0
371,Bizarrap,20600000,Comedy,Argentina,Entertainment,772700.0,9300000.0,2017.0,90.0
610,Lyna,15900000,Gaming,Argentina,Games,256300.0,3100000.0,2014.0,90.0
487,RobleisIUTU,17900000,Entertainment,Argentina,Games,110200.0,1300000.0,2013.0,90.0
753,ýýýýýýýýýýýýýýýýýýýýý,14400000,Entertainment,South Korea,Entertainment,5500.0,65700.0,2017.0,94.3
21,HYBE LABELS,71300000,Music,South Korea,Music,2400000.0,28700000.0,2008.0,94.3
946,ýýýýýýýýýSULGI,12600000,People & Blogs,South Korea,People,452500.0,5400000.0,2012.0,94.3
906,GH'S,13000000,Gaming,South Korea,Games,4300000.0,51900000.0,2020.0,94.3
14,BLACKPINK,89800000,People & Blogs,South Korea,Music,2000000.0,23900000.0,2016.0,94.3
196,JYP Entertainment,27400000,Music,South Korea,Music,1200000.0,14800000.0,2008.0,94.3
18,BANGTANTV,75600000,Music,South Korea,Music,673200.0,8100000.0,2012.0,94.3
373,Mnet K-POP,20500000,Entertainment,South Korea,Entertainment,634200.0,7600000.0,2006.0,94.3
